"sample_size";"model";"intercept";"n_noise_variables";"b_X1";"b_X2";"b_X3";"b_X1X2";"b_X1X3";"b_X2X3";"trouble_LogReg";"trouble_ElasticNetRoc";"trouble_ElasticNetLogloss";"trouble_GBMRoc";"trouble_GBMLogloss";"trouble_UpsamplingLogReg";"trouble_UpsamplingElasticNetRoc";"trouble_UpsamplingElasticNetLogloss";"trouble_UpsamplingGBMRoc";"trouble_UpsamplingGBMLogloss";"auc_LogReg";"auc_ElasticNetRoc";"auc_ElasticNetLogloss";"auc_GBMRoc";"auc_GBMLogloss";"auc_UpsamplingLogReg";"auc_UpsamplingElasticNetRoc";"auc_UpsamplingElasticNetLogloss";"auc_UpsamplingGBMRoc";"auc_UpsamplingGBMLogloss";"misclassification_LogReg";"misclassification_ElasticNetRoc";"misclassification_ElasticNetLogloss";"misclassification_GBMRoc";"misclassification_GBMLogloss";"misclassification_UpsamplingLogReg";"misclassification_UpsamplingElasticNetRoc";"misclassification_UpsamplingElasticNetLogloss";"misclassification_UpsamplingGBMRoc";"misclassification_UpsamplingGBMLogloss";"logLoss_LogReg";"logLoss_ElasticNetRoc";"logLoss_ElasticNetLogloss";"logLoss_GBMRoc";"logLoss_GBMLogloss";"logLoss_UpsamplingLogReg";"logLoss_UpsamplingElasticNetRoc";"logLoss_UpsamplingElasticNetLogloss";"logLoss_UpsamplingGBMRoc";"logLoss_UpsamplingGBMLogloss"
1000;"Y~X1*X2*X3-(X1:X2:X3)";-4,98767884091737;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,963983643353042;0,960517980679762;0,958703989080931;0,925305773648752;0,926662983734479;0,963297866873868;0,955050555222761;0,933137113043339;0,928880752710616;0,934496455161374;0,04545;0,083633;0,053151;0,060928;0,05915;0,089142;0,078434;0,077388;0,119067;0,078021;0,123160122332837;0,20226340753524;0,141523568362333;0,169316917271072;0,165252291232662;0,225831997083508;0,343714145385018;0,206971985221397;0,303184637395334;0,198547796138513
5000;"Y~X1*X2*X3-(X1:X2:X3)";-4,98767884091737;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,965880837322956;0,963777916101883;0,964164607899893;0,943788938480291;0,943647235312989;0,965745955598144;0,962020903483783;0,951407050040223;0,950115930055987;0,951265666777611;0,0443052;0,0829242;0,0466408;0,0501726;0,0500962;0,0888618;0,0814556;0,0837558;0,1027848;0,079916;0,11882615932647;0,199193757610903;0,126024859527943;0,141942878218735;0,14092446475908;0,22413607897107;0,339229376258738;0,217889615645838;0,262139848918286;0,197322183748335
100;"Y~X1*X2*X3-(X1:X2:X3)";-7,10294720032325;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0,015;0,139;0,048;0,048;0,015;0,015;0,048;0,048;0,048;0,015;0,903533114666632;0,866399139133164;0,846231123602571;0,89432341422948;0,8989751669507;0,90380595123814;0,855902054412107;0,82176771070632;0,879572628560646;0,873355882370052;0,044507614213198;0,048664343786295;0,0478046218487395;0,0473109243697479;0,0466903553299492;0,0578984771573604;0,0550735294117647;0,0501155462184874;0,0661239495798319;0,0638984771573604;0,87466701006859;0,16479652684105;0,170978795859552;0,172720750086173;0,148183413721052;0,966636955209649;0,251295525927635;0,173407873511464;0,218072720613752;0,190696835613389
500;"Y~X1*X2*X3-(X1:X2:X3)";-7,10294720032325;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,975832477803851;0,974231986811494;0,974157453342218;0,935878532750991;0,935320193776649;0,974497104070384;0,967350786564509;0,946302192480051;0,945806291311601;0,94625438842661;0,024572;0,0459;0,033116;0,037218;0,037814;0,061228;0,052676;0,04243;0,086636;0,048538;0,0749631837382342;0,126080238168095;0,087833562420415;0,110206786607262;0,110128894812326;0,173881606641052;0,260123403118524;0,122180143884378;0,233337454362566;0,127123284788064
1000;"Y~X1*X2*X3-(X1:X2:X3)";-7,10294720032325;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,979970260355789;0,979065048729768;0,978314058305324;0,947033325263198;0,947440593787862;0,978981735374963;0,974560889402077;0,955722462292163;0,953315876046965;0,957342421767962;0,023152;0,044375;0,028859;0,034342;0,0343;0,062373;0,054919;0,042985;0,088274;0,045434;0,0655059858152499;0,115832651530432;0,0764754422353774;0,0997079229923348;0,098027466197673;0,163418518572245;0,24402311957297;0,117728498669548;0,233119726855976;0,116517184248969
5000;"Y~X1*X2*X3-(X1:X2:X3)";-7,10294720032325;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,983580215102757;0,981890703518519;0,982461644999889;0,964943397289573;0,965192081837035;0,983272132739694;0,980794945222774;0,968842236081734;0,969328701322852;0,970851177799516;0,0219248;0,0442082;0,023789;0,0267888;0,0264464;0,0631112;0,0621146;0,0490978;0,0789168;0,0451784;0,0588386145895223;0,113354260742537;0,0641629096885878;0,0772968506029187;0,0765423257230399;0,158346077392972;0,259647375952984;0,127792147551913;0,197985467389498;0,111675647197645
100;"Y~X1*X2*X3-(X1:X2:X3)";-12,1170983000624;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0,616;0,957;0,825;0,825;0,616;0,616;0,825;0,825;0,825;0,616;0,916404686354522;0,902344574166058;0,866418777245427;0,931104992043255;0,921584763514214;0,916238920240331;0,862680542527205;0,835794126789225;0,897311135570826;0,86138728464402;0,0225520833333333;0,0146511627906977;0,0160571428571429;0,0157142857142857;0,0156510416666667;0,0240364583333333;0,0199428571428571;0,0179428571428571;0,0260571428571429;0,02375;0,422593601690473;0,0610420830726747;0,0771351421308885;0,0670457588760134;0,0662859867571001;0,457557599129953;0,122740305646161;0,0837183742692736;0,105012021707256;0,102913095470844
500;"Y~X1*X2*X3-(X1:X2:X3)";-12,1170983000624;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0,015;0,144;0,06;0,06;0,015;0,015;0,06;0,06;0,06;0,015;0,929345679432341;0,961480525932306;0,950228176210746;0,93943689376804;0,943175352394844;0,934190538643884;0,94526874392198;0,9145441769321;0,931123715381765;0,932945303815445;0,00894010152284264;0,00975467289719626;0,00944042553191489;0,0126404255319149;0,00916548223350254;0,0156791878172589;0,0159574468085106;0,011436170212766;0,021636170212766;0,0153583756345178;0,171008661042746;0,0375810284673874;0,0367710233254489;0,157346194372323;0,0361541605258236;0,270871887952094;0,090532335510025;0,0441080159595375;0,0786484991364739;0,0504366203540103
1000;"Y~X1*X2*X3-(X1:X2:X3)";-12,1170983000624;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0,001;0;0;0;0;0;0;0;0;0,963027347888039;0,987908866686348;0,986730410394217;0,951611222103526;0,958047577441271;0,969160199983719;0,984243188513005;0,962223448245572;0,969169966155832;0,967285553755714;0,006222;0,00915915915915916;0,008188;0,009871;0,008729;0,016749;0,018132;0,010929;0,030324;0,013521;0,0679405695123775;0,0301215291844522;0,0249812994047852;0,0762425991925827;0,0314800986490157;0,154376207904889;0,0875540740450106;0,0351610516232235;0,0929126428755878;0,0398201209848303
5000;"Y~X1*X2*X3-(X1:X2:X3)";-12,1170983000624;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,995508817171475;0,995791154093942;0,996111010582613;0,979222876047936;0,980463185913646;0,99514292451282;0,995802429567093;0,987132023054169;0,98586834697984;0,98614560358996;0,0045312;0,0086198;0,0055904;0,0073664;0,0071666;0,023413;0,0289886;0,011429;0,0388226;0,011232;0,0125727174493738;0,0250589341748619;0,0148926640963823;0,0247995109577187;0,0236722400520721;0,0683536895727226;0,114513701241558;0,0311923332137327;0,110249423414486;0,0293254946959677
100;"Y~X1*X2*X3-(X1:X2:X3)";-14,2826979128162;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0,852;0,995;0,968;0,968;0,852;0,852;0,968;0,968;0,968;0,852;0,935095087154066;0,88886827458256;0,848254415207195;0,973872977221191;0,927838644416907;0,921692040245865;0,863134454422194;0,850488799471679;0,946272868331963;0,90851098577592;0,0190540540540541;0,012;0,0125;0,0128125;0,0137837837837838;0,0198648648648649;0,0159375;0,01375;0,0215625;0,0172972972972973;0,332840977100358;0,0533894385612097;0,0584887464657466;0,0480664144703694;0,062143504793067;0,379444090725565;0,10004241878539;0,0651572579092736;0,0960458074834406;0,0836137224479833
500;"Y~X1*X2*X3-(X1:X2:X3)";-14,2826979128162;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0,162;0,589;0,366;0,366;0,162;0,162;0,366;0,366;0,366;0,162;0,912239973842373;0,96488748046336;0,943619974448044;0,940903448542583;0,938478149308895;0,914949098978642;0,931696031947199;0,898029669503429;0,923457248166847;0,885918568608498;0,00664439140811456;0,00524574209245742;0,00536593059936909;0,0074763406940063;0,00527684964200477;0,0100644391408115;0,00886750788643533;0,00682649842271293;0,012;0,00934606205250597;0,142748045375985;0,0229886748733956;0,0258221615172206;0,0990034720366714;0,0231415641908508;0,23982303161798;0,0550367936230505;0,0307171123381574;0,0573109738222592;0,0426203141605303
1000;"Y~X1*X2*X3-(X1:X2:X3)";-14,2826979128162;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0,014;0,142;0,073;0,064;0,014;0,014;0,073;0,073;0,064;0,014;0,933165486439908;0,97937799448367;0,967911395517664;0,929244828182305;0,938070797135948;0,939117224753865;0,960708408449054;0,932781751294595;0,943974986822134;0,94489507985758;0,00461866125760649;0,00488694638694639;0,00474757281553398;0,00746688034188036;0,00576267748478701;0,00936105476673428;0,00926752966558792;0,00611650485436893;0,0132617521367521;0,00808823529411765;0,0850566170126166;0,019464987204284;0,0192994266557784;0,11617249641563;0,054450355398529;0,187362230069091;0,0489135558151807;0,0234538132714539;0,0522691459049884;0,0280061983585514
5000;"Y~X1*X2*X3-(X1:X2:X3)";-14,2826979128162;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,99615417997835;0,997317671043552;0,997524011484811;0,969722351915031;0,972655456176779;0,995840405433181;0,997395641392478;0,989239091322063;0,989069192912801;0,987803630399264;0,0024348;0,0043848;0,0032636;0,0043994;0,0042674;0,0116342;0,0175928;0,0061996;0,0231498;0,0064332;0,00743469700267946;0,0133763561049929;0,00875918172997775;0,0183919025136811;0,0158499850271682;0,046519124276253;0,0699862354080393;0,0174963212399133;0,0709911916391604;0,0175519963789023
