"sample_size";"model";"intercept";"n_noise_variables";"b_X1";"b_X2";"b_X3";"b_X1X2";"b_X1X3";"b_X2X3";"trouble_LogReg";"trouble_ElasticNetRoc";"trouble_ElasticNetLogloss";"trouble_GBMRoc";"trouble_GBMLogloss";"trouble_UpsamplingLogReg";"trouble_UpsamplingElasticNetRoc";"trouble_UpsamplingElasticNetLogloss";"trouble_UpsamplingGBMRoc";"trouble_UpsamplingGBMLogloss";"auc_LogReg";"auc_ElasticNetRoc";"auc_ElasticNetLogloss";"auc_GBMRoc";"auc_GBMLogloss";"auc_UpsamplingLogReg";"auc_UpsamplingElasticNetRoc";"auc_UpsamplingElasticNetLogloss";"auc_UpsamplingGBMRoc";"auc_UpsamplingGBMLogloss";"misclassification_LogReg";"misclassification_ElasticNetRoc";"misclassification_ElasticNetLogloss";"misclassification_GBMRoc";"misclassification_GBMLogloss";"misclassification_UpsamplingLogReg";"misclassification_UpsamplingElasticNetRoc";"misclassification_UpsamplingElasticNetLogloss";"misclassification_UpsamplingGBMRoc";"misclassification_UpsamplingGBMLogloss";"logLoss_LogReg";"logLoss_ElasticNetRoc";"logLoss_ElasticNetLogloss";"logLoss_GBMRoc";"logLoss_GBMLogloss";"logLoss_UpsamplingLogReg";"logLoss_UpsamplingElasticNetRoc";"logLoss_UpsamplingElasticNetLogloss";"logLoss_UpsamplingGBMRoc";"logLoss_UpsamplingGBMLogloss"
100;"Y~X1*X2*X3-(X1:X2:X3)";-14,2826979128162;15;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0,842;0,99;0,959;0,959;0,842;0,842;0,959;0,959;0,959;0,842;0,921791854190812;0,990003495931331;0,882273404481458;0,928250441222351;0,928750130840183;0,922787068473204;0,889895268231415;0,863209343749234;0,868550455056795;0,862966249043364;0,0192405063291139;0,012;0,0109756097560976;0,0121951219512195;0,0123417721518987;0,0204430379746835;0,0160975609756098;0,014390243902439;0,0226829268292683;0,0181645569620253;0,343707698941978;0,0451016964494249;0,0480858985205647;0,049084008678249;0,0508396739300256;0,37919920291193;0,106051661382032;0,0718159071348372;0,0926722740512048;0,0933095287398088
500;"Y~X1*X2*X3-(X1:X2:X3)";-14,2826979128162;15;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0,178;0,598;0,366;0,362;0,178;0,178;0,366;0,366;0,362;0,178;0,915653869044861;0,972819233717191;0,955254207712716;0,951073669657622;0,944052016331277;0,923782562222022;0,951139105477111;0,924349077199988;0,914193376581796;0,891034923190678;0,00689051094890511;0,00526865671641791;0,00513564668769716;0,00896238244514106;0,0054014598540146;0,0101605839416058;0,00999684542586751;0,0079589905362776;0,0120564263322884;0,00937712895377129;0,14096963917872;0,0211164269695934;0,0241885610713912;0,151418459170905;0,0245738366214269;0,229590955204376;0,051120158867913;0,0307634542351796;0,0547393247260214;0,0417686768274587
1000;"Y~X1*X2*X3-(X1:X2:X3)";-14,2826979128162;15;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0,018;0,129;0,048;0,048;0,018;0,018;0,048;0,048;0,048;0,018;0,923128512630392;0,987005201200753;0,981895373893483;0,944298512951309;0,951078482789013;0,938550470562181;0,9764485927249;0,9592371206898;0,946916766378856;0,950557214193934;0,00459368635437882;0,00463949483352469;0,00444012605042017;0,00712079831932773;0,00455600814663951;0,00959368635437882;0,0113098739495798;0,00735399159663865;0,0131544117647059;0,00815478615071283;0,0881906617225947;0,0174088787302382;0,0167284008318065;0,1102511241584;0,0201968409194822;0,191283121683894;0,0521311950831656;0,0250930433488934;0,0505152865670646;0,0273579671298471
5000;"Y~X1*X2*X3-(X1:X2:X3)";-14,2826979128162;15;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0,001;0;0;0;0;0;0;0,995614317699933;0,997412292904502;0,997447653851772;0,97145023524257;0,976508333160569;0,996156570953481;0,9974681224132;0,991972113846196;0,990371080816208;0,989810780659223;0,0024148;0,0043694;0,0031696;0,00423943943943944;0,0041638;0,011739;0,019176;0,0072766;0,021663;0,0062926;0,0076741001815554;0,013157452580929;0,00848784113593302;0,0172159100608417;0,0155822960530958;0,0483815258646108;0,072835542850453;0,0201002110788429;0,0648419510058796;0,0170841794574146
100;"Y~X1*X2*X3-(X1:X2:X3)";-0,218736944568064;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,833312968089118;0,70749414797203;0,694684583921197;0,71267064072356;0,714978096753062;0,832308818331805;0,708649386632389;0,696437534490727;0,710863066309825;0,714679010512468;0,24236;0,37209;0,36888;0,33819;0,33589;0,24177;0,34222;0,35243;0,33629;0,33263;0,512903711349602;0,657608658157681;0,64708864935163;0,633406879739448;0,624360816213615;0,512828431172262;0,654458500734946;0,642199711417698;0,633280104338479;0,620714904272767
500;"Y~X1*X2*X3-(X1:X2:X3)";-0,218736944568064;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,848226543667124;0,815444892539385;0,815422786888511;0,768503368065483;0,772049342674011;0,848088490983812;0,815100978798694;0,8157149586186;0,768096118121166;0,772092655773317;0,228996;0,264042;0,260106;0,283044;0,279418;0,228744;0,25708;0,258722;0,282356;0,27929;0,46962951837416;0,591300898763437;0,527973704909899;0,567983236975478;0,563586522957838;0,469211285091224;0,590276929302769;0,527814607166328;0,56794261237228;0,562872178598549
1000;"Y~X1*X2*X3-(X1:X2:X3)";-0,218736944568064;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,850804687434166;0,83167174023977;0,83131691204079;0,789114648714922;0,788767500632032;0,850772586397609;0,831478480669193;0,831564421732319;0,788773592342417;0,788970010295655;0,227187;0,245126;0,244213;0,266401;0,26653;0,226977;0,243475;0,243748;0,266199;0,266593;0,464854732042764;0,558644396543585;0,500175722835846;0,545145671183257;0,543843008676551;0,464651619788432;0,558225942689562;0,499743756871808;0,545130792154956;0,543764773257547
5000;"Y~X1*X2*X3-(X1:X2:X3)";-0,218736944568064;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,852365399133793;0,84652721379047;0,847350276965535;0,819238576848415;0,820210544067569;0,852359771685333;0,846524392654529;0,847200192007748;0,819150537948474;0,82014432468759;0,2255522;0,2311842;0,2293202;0,2510104;0,2477286;0,2255056;0,2310614;0,2294164;0,2510268;0,2476966;0,4620610909347;0,50878713784425;0,473139326373155;0,514688355175859;0,507534176060457;0,462015027151485;0,50892591984731;0,473268343287908;0,514674992603577;0,507586838778568
100;"Y~X1*X2*X3-(X1:X2:X3)";-4,98767884091737;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0,001;0;0;0;0;0;0;0;0;0,918115645336593;0,879107677870305;0,870218786341716;0,875198165683271;0,879394762835677;0,915761369769809;0,864110746752897;0,829113527924827;0,873756185146377;0,873421123492744;0,0647;0,0961161161161161;0,08968;0,08566;0,08261;0,09585;0,09937;0,09265;0,11092;0,10421;0,672194713742345;0,269075100530889;0,248137660269878;0,254471157453772;0,230224925549106;0,789801182162011;0,386776780756287;0,274611493404393;0,307500176222026;0,270624003005414
500;"Y~X1*X2*X3-(X1:X2:X3)";-4,98767884091737;30;0,405465108108164;0,916290731874155;1,38629436111989;0,405465108108164;0,916290731874155;1,38629436111989;0;0;0;0;0;0;0;0;0;0;0,961944262772839;0,956572572011202;0,955019532129849;0,913448129820044;0,912999481616544;0,960425826890764;0,946724876839289;0,92505425871465;0,919537668801618;0,924843081609241;0,046436;0,089068;0,059072;0,066564;0,066512;0,089196;0,077078;0,075606;0,124136;0,08219;0,128202316703828;0,218003475375082;0,154487242536384;0,18513793183592;0,18357678859966;0,230868893656313;0,365624246338479;0,211132485174401;0,320750454306243;0,210779686934434
